id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
2886,730.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.546703231,0.453507667,36.6742427,7800.50128
2887,262.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.579981861,0.480106144,40.65549833,7690.1749
2888,81.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.496019026,0.446450716,35.51753863,6235.45278
2889,385.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.564981991,0.482227496,39.77346165,6771.72291
2890,201.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.586303901,0.486816771,40.84238532,7532.82953
2891,478.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.33163021,0.388819023,29.08514833,3396.72989
2892,565.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498696418,0.45968428,35.80706195,6251.61184
2893,518.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.59402944,0.495799217,41.57478166,7555.17159
2894,163.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498793068,0.449545727,35.61618557,5684.14351
2895,513.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.489723491,0.445587455,35.56261102,5449.4212
2896,578.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.498793068,0.453119748,36.68541263,5892.161
2897,548.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.576469662,0.488112101,39.64669117,7016.89385
2898,577.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.542170237,0.460796109,37.33661143,6015.22456
2899,178.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.424778393,0.402226397,30.80685608,4334.84122
2900,771.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.408178454,0.40030353,30.5255093,4100.75917
2901,523.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.450102564,0.42782472,33.11609108,4936.10558
2902,493.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.476126065,0.424404098,33.84753901,5781.85965
2903,521.0,25.0,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.450822025,0.424609234,33.44938499,5221.35741
2904,88.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.509560238,0.424902006,36.9753139,5696.02606
2905,245.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.590337413,0.497978979,40.84238532,7071.61532
2906,557.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.399193166,0.404748693,31.08154655,4572.12637
2907,694.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.538604193,0.462462315,37.62571268,6277.16867
2908,225.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.533883971,0.452143551,36.99403039,6860.39643
2909,611.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.437609121,0.416280584,32.41787171,4700.57615
2910,683.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.566319234,0.460796109,37.09379556,6539.11085
2911,277.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.57467888,0.482859526,39.92318644,7381.3794
2912,535.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.619453149,0.504526655,43.67027165,8173.5891
2913,35.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.425493214,0.424803532,33.22890035,4225.96131
2914,500.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.363726236,0.383377956,29.97539813,3720.71159
2915,157.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.480386371,0.418219535,34.95207208,5569.13925
2916,392.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.611725787,0.509645194,42.97488159,7907.24067
2917,298.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.579981861,0.484307576,40.33534199,7207.4203
2918,169.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.463097152,0.429150584,33.99420814,5454.63385
2919,598.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.489723491,0.43910209,34.8789274,6255.89064
2920,636.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.548124898,0.473088807,39.50188081,7130.83001
2921,689.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.548724554,0.472670389,39.09961353,6771.67497
2922,406.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.506190323,0.45370258,36.80735327,6180.95142
2923,245.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.57467888,0.482908968,39.95364888,6898.39095
2924,444.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.583378727,0.492641907,42.0939813,7130.83001
2925,731.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.419015102,0.415270878,32.81579359,4737.63925
2926,294.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.574796304,0.482227496,39.92318644,7152.13259
2927,522.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.566319234,0.461179325,39.22848885,6619.84695
2928,710.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.526501878,0.460305334,42.59849195,7935.09476
2929,483.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.566645314,0.436376172,39.28816181,6475.89456
2930,576.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.451083154,0.430905502,33.33119375,5005.32997
2931,447.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.555726691,0.472270742,39.12726257,7181.42522
2932,629.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.458246439,0.426228043,33.99420814,5830.89362
2933,652.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.408178454,0.399556226,31.37824094,4789.59697
2934,135.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.350992769,0.386415506,29.37060684,3680.56025
2935,281.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.577201619,0.481173502,39.12726257,7576.39253
2936,498.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.401490054,0.419851618,30.12737627,4125.75712
2937,122.0,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.47973321,0.439040667,34.78105469,5124.8549
2938,423.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.645640994,0.509645194,43.93700206,8562.37077
2939,400.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.572725923,0.497978979,41.71941614,7441.50942
2940,383.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.556715923,0.472979714,38.05729766,6569.24967
2941,572.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.498729997,0.442248924,35.46687387,5902.33288
2942,203.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.617868887,0.502786993,43.68715255,8086.38881
2943,19.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.426228043,0.43494618,33.84707944,4323.93099
2944,372.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.615611893,0.51715975,45.95298911,8562.37077
2945,364.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.589306067,0.494895461,41.54582317,7713.4796
2946,517.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.456503309,0.435620773,33.48611213,5086.60991
2947,568.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.437188153,0.396602445,31.87518207,5852.8742
2948,549.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.46424992,0.428903862,33.3532206,5234.74696
2949,734.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.596753394,0.494895461,41.54582537,6770.23332
2950,534.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.462996546,0.409976946,32.76315093,5178.27031
2951,472.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.464365879,0.433195442,34.33876109,6146.83152
2952,107.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.47973321,0.416280584,33.76469664,5674.02852
2953,699.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.5138891,0.456450549,37.96686445,6598.85404
2954,451.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.594206083,0.497916665,41.52614508,7455.41638
2955,152.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.585377664,0.488638858,40.45342047,7895.0208
2956,694.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.5143032,0.453558339,36.55432716,5718.40817
2957,564.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.468921469,0.434863988,35.09473308,5323.30034
2958,144.0,12.5,0.25,0.25,0.38,0.25,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.582482579,0.490020262,41.48453443,7235.77564
2959,69.0,25.0,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.454381334,0.433844688,33.44212024,5154.97591
2960,610.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.619453149,0.520974303,43.17615175,8562.37077
2961,150.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.500189951,0.456936833,36.16966007,5154.97591
2962,583.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.467569149,0.438875462,34.62804711,5333.97357
2963,659.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.350136522,0.399983862,30.21832512,3373.43684
2964,729.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.362183686,0.35441498,27.62154773,3680.56025
2965,335.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.582604099,0.488638858,40.36001849,7369.68559
2966,596.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.547743879,0.488469565,39.46947609,6898.39095
2967,548.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.511522719,0.473088807,39.98873363,7071.83395
2968,644.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.489326401,0.427430828,34.76957798,5834.98164
2969,614.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.481472551,0.445134287,33.34012862,5449.4212
2970,724.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.401067837,0.403129918,31.38338142,4281.52619
2971,594.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.488308859,0.438875462,34.8789274,5453.99382
2972,36.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.502842336,0.450692194,36.21076317,5837.21503
2973,724.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.404225284,0.397414165,31.90931611,4201.43596
2974,567.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.509933842,0.430368732,35.6972028,6237.20605
2975,524.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.533820778,0.437062839,37.29886067,6263.80788
2976,391.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.411591443,0.408088064,32.79766623,4476.81146
2977,283.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.593029845,0.492693356,41.93725753,7626.61733
2978,175.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.606612254,0.50020424,42.18519611,7907.24067
2979,203.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.535877448,0.468039601,37.62977375,6677.62443
2980,161.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.521119725,0.459464772,35.88401108,6254.65511
2981,442.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.402052391,0.39617025,30.39027791,4248.35505
2982,424.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.612974151,0.524273231,43.97470322,8116.53175
2983,513.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.387351145,0.395435754,30.5255093,4357.82292
2984,292.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.509782413,0.452680279,36.6742427,6263.80788
2985,297.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.546124925,0.457845739,37.80745277,7357.3589
2986,129.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.450102564,0.424657113,33.23980604,5046.45734
2987,566.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.546275069,0.45386752,37.80745277,7301.10622
2988,342.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.595052932,0.492641907,40.86547798,7425.75194
2989,229.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.511522719,0.462760521,37.71251297,6467.65476
2990,671.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.350874635,0.388525442,29.94364365,3447.0821
2991,238.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.41545835,0.408851197,31.10924166,4200.97375
2992,151.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.390063566,0.408088064,31.67018669,4056.83427
2993,511.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.340822336,0.373012567,29.46743356,3511.5379
2994,771.0,25.0,0.5,0.38,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.548124898,0.475847288,39.82088488,7557.46014
2995,642.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.480386371,0.41390409,34.85898134,5741.2103
2996,11.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.362183686,0.388860282,29.37060684,3626.36653
2997,465.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.633144179,0.529619103,44.99434918,8634.77583
2998,577.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.569713565,0.45826996,37.55556802,6580.39696
2999,357.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.633144179,0.5251356,45.80306982,6986.80996
3000,505.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.463187081,0.428771298,33.12590428,4710.85865
3001,583.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.476807761,0.423927032,35.34533175,5569.13925
3002,726.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.527591617,0.47653588,39.18675925,6901.65894
3003,415.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.593049003,0.532772006,40.86547798,7161.9619
3004,266.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.583378727,0.482118713,41.35738644,6862.90839
3005,762.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509933842,0.45386752,36.62496616,6093.31527
3006,283.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.574989422,0.48881217,39.33251373,7130.83001
3007,477.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.364564858,0.391441876,29.90851804,3712.99786
3008,496.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.384610827,0.399556226,29.80324762,3837.51296
3009,21.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.392540298,0.391617371,30.057704,3968.33018
3010,419.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.645640994,0.527735445,43.73173641,8064.73881
3011,742.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.506987743,0.429710486,37.87903588,6236.70711
3012,496.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.422547698,0.418055839,32.41787171,4694.60819
3013,106.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.498793068,0.444658692,35.17991165,6190.66597
3014,544.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.582482579,0.485791513,40.23598632,7417.81497
3015,598.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.488485703,0.430905502,33.16394425,5695.56442
3016,486.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.403310637,0.389204379,30.88504716,4200.97375
3017,449.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.559628479,0.47653588,38.84880688,6626.50685
3018,454.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527189908,0.471161461,38.4173944,7479.93417
3019,502.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.521950271,0.453340965,37.02918026,6779.98166
3020,302.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.626397463,0.516666897,43.97470322,7457.50606
3021,662.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.497503209,0.443519907,35.17991165,5741.31418
3022,261.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.617635584,0.503991707,43.2784975,8134.72655
3023,170.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.462013355,0.426679269,33.3532206,5773.00842
3024,594.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.498793068,0.446912521,35.52053432,5199.53404
3025,21.0,37.5,0.75,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.387861179,0.392787396,29.08514833,3494.94296
3026,533.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.414272565,0.409976946,31.43977899,4705.62653
3027,479.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.483249032,0.464639165,34.43568098,5199.79211
3028,465.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.565976484,0.486003684,38.6454264,6842.76056
3029,582.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.494906594,0.442789316,35.51753863,5945.89951
3030,626.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.402052391,0.402855862,30.11060535,4167.45124
3031,388.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.622622866,0.5145695,44.62396561,8655.67644
3032,141.0,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.54054056,0.437354261,36.09379556,6801.32393
3033,662.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.509158377,0.450886886,36.84586824,6235.45278
3034,513.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.402838656,0.400102144,30.60468328,4576.10071
3035,576.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498952193,0.438026493,35.14089874,6132.41738
3036,226.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.427005551,0.43491928,33.30696962,4899.11899
3037,535.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527591617,0.466474508,37.77937909,7044.56761
3038,310.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.596551315,0.497214901,41.52614508,7483.73632
3039,559.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.46082121,0.431122059,33.07391322,5453.99382
3040,348.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.594364445,0.492641907,41.35738644,7521.71436
3041,690.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.458581988,0.407126353,32.6584962,5830.89362
3042,503.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.378917495,0.401091418,30.73453761,3828.16556
3043,377.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.390063566,0.401091418,30.59699446,4888.50303
3044,473.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.538371386,0.463806532,34.76957798,6998.37875
3045,621.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.489823352,0.444146829,34.33849206,5336.97473
3046,154.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.500058984,0.444139023,34.87598919,6942.3963
3047,574.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.342841074,0.381078645,29.83315835,3385.148
3048,395.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.570329618,0.480847944,39.64669117,7019.69438
3049,58.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.518776342,0.457945593,37.70659201,6026.06365
3050,21.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.32833671,0.377011619,28.78238532,3244.32926
3051,576.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.246568004,0.342825548,25.43353016,2508.37567
3052,723.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.545094508,0.482227496,39.82088488,6948.2288
